"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Estados Unidos","USA","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","2714623","2852004","2897963","2655052","2519951","2649980","2442257","2311726","2410943","2439130","2794298","2885230","2772595","2808362","2885967","2847282","3088267","3037617","3477688","3583385","3703301","3701137.08","3952683.04","4152983.11","4721775.24","4719863.52","4880950","5694242","5670665.96","5491342.33","5620405.44","5244569.16","5274934.38","5608157.74","5652547.56","5209192","5069358","5155835","4845879","4962720","4788532","5006556","4998490","4986926","4992380","4962122","4887768","4800372","4374054","4229471","4396944","5135091","5075771","5051397","4935679","4989616","4844740","5025904","4796708","4824484","4268937","4307886","4262836","",
"Uzbekistán","UZB","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7728","4358","3095","3611","2200","3075","2799","2908","3306","3400","2600","2100","1900","2900","3400","3100","3800","4100","4078","8513","11052","13670","17116","22956","27267","31450","33600","40000","46100.02","53000.01","54999.98","",
"San Vicente y las Granadinas","VCT","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","400","400","400","500","500","500","500","500","400","500","600","300","300","200","283","549","379","581","698","547","500","500","500","480","480","483","599","703","4647","5820","9022","8167","2171","2240","3922","1033","989","6145","34108","17804","22799","31944","46076","37767","78315","44104","51584","63309","55898","59587","66367","76576","10156.27","39499.91","81332.54","26132.99","22833.71","32937.79","2327.89","1968.79","2127.52","1586.28","","",
"Venezuela","VEN","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","84700","84920","94916","97307","110611","119408","116929","107526","126100","134100","126720","139046","152220","162611","145375","154663","150620","154544","182688","168112","187933","181157","210907","230445","259432","264715","284724","298967","284630","327359","335811","339267","331188","396145","438367","501020","496322","470319","504263","400253","359639","468103","509739","503840","573593","403130","316397","347958","295566","316483","218853","201429.2","213248.66","213755.96","209498.24","240619.3","283742.64","237200.08","182599.97","176300","195900.02","223099.94","","",
"Islas Vírgenes Británicas","VGB","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","300","400","400","400","400","400","400","300","300","300","300","300","300","300","306","318","330","340","350","360","370","380","390","407","470","520","543","565","582","615","624","634","453","343","470","532","506","105","116","115","43","837","1062","2771","1262","1295","1308","1251","1202","1201","1201","1200","1196","1202.5","1204.4","1199.65","1192","1192","1192","1192","1121","1133.19","1134.44","",
"Islas Vírgenes (EE.UU.)","VIR","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","500","500","500","500","500","500","600","600","600","600","600","600","500","500","500","503","500","602","557","547","688","618","891","615","697","612","932","894","694","805","702","904","940","1000","1070","1170","1240","1310","1480","1549","1673","1738","1796","1867","1970","1634","2213","1458","1314","1393","1081.26","810.75","619.22","490.6","503.6","461.51","588.54","548.91","290","332.72","355.61","420.32","","",
"Viet Nam","VNM","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","435500","433800","501940","584190","599970","625260","628040","655610","652270","703310","552650","619940","707270","740050","495580","466410","527220","501780","493240","506310","460500","494056","553438","644218","658308","680010","702873","727253","730716","790022","779151","831070","868107","932143","1025909","1084939","1223644","1276325","1293954","1483700","1629612","1724758","1802598","1856005","1940034","1987900","2026600","2074500","2054700","2178400","2249711","2399528","2523673","2623588","2743462","2860638","3077941","3314293","3346179","3440531.31","3506056.76","3540250.15","3590003.03","",
"Vanuatu","VUT","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","1400","1400","1400","1500","1500","1800","1800","1800","1800","1800","2100","2200","2300","2400","2510","2610","2710","2816","2825","2819","2937","2715","2715","2542","2956","8196","16888","20078","25886","27200","41975","44367","45019","40755","47357","57904","47696","70357","75019","91433","70589","36176","44968","113867","212786.63","229553","222561","213697.2","172595","150544.3","101244.5","59315.5","67482.59","70636.58","70707.26","83013","46641.1","34497","43374.56","57184.39","63665.49","69872.54","88117.33","",
"Mundo","WLD","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","31603820.01","35242623","38260911","38863197.1","42900257.1","43331452.4","47033379.81","50024444","52974570","51023009","56084158","56190637","51364110","51026298","53884233","52471059","55749796","55198859.99","57569438.01","58127432.51","58107198","60294567.03","61825610.74","61829336.37","66840731.43","68511982.45","73396060.92","74048955.72","77334205.2","78086506.13","75279109.32","75200542.49","85890535.43","87200500.45","92858972.52","92879654.82","94578276.89","93952919.26","86329086.02","92305987.55","94111920.93","91342725.08","91723724.59","88932377.6","93599321.46","93215190.36","90833495.5","91101847.15","90282488.14","89661162.45","87728529.68","92212318.37","89295688.61","90498511.61","91092327.18","92210703.81","90216992.35","94016976.23","96877059.9999999","92806853.89","90338637.43","92101202.44","87988165.97","",
"Samoa","WSM","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","500","600","600","600","600","600","700","700","700","700","900","900","900","900","900","1000","1100","1250","1090","1890","1990","3095","4020","3820","3720","3641","3186","3076","2500","2530","1505","1595","2436","1986","2591","4094","4410","7867","9364","8562","8595","8613","10881","9703","9934","9836","12435","14091","13899","13279","12840","11452","11960.89","11253","7553","8701.33","8808","10853","9741.7","11213.46","9954.16","9176.42","9589.24","",
"Kosovo","XKX","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep. del","YEM","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","22300","22000","22000","22000","25000","25000","25000","27000","27000","27000","27400","26400","31600","43200","51244","50829","65022","66096","67047","69600","78444","71164","55449","57906","64273","73855","73018","72916","73943","71881","77310","85998","79893","82356","81885","107970","104955","115654","127620","124384","114750","142198","179584","228116","256300","238400","229660","179916","132062","179603","163861","154060.99","227114.98","228782.99","214201.98","177408","152130.99","131289.99","131307.99","131305.73","131306.52","154940","178190","",
"Sudáfrica","ZAF","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","879000","1036600","1088300","1195114","1253206","1351309","1369292","1701900","2132600","1887100","1277950","1214550","1188004","1423825","1477287","1413944","1210300","1020500","1039469","1011195","866037","879395","838116","948726","757915","798408","842825","1446125","1322958","887827","545584","507296","701638","570375","527902","582449","450180","526064","574378","605457","664267","782717","793664","840624","911731","825109","629034","690857","655915","523352","640656","544964","719247.41","430865.77","609247","572335","622090.05","529925.76","570386.27","447004.23","603682.47","494129.22","473450.51","",
"Zambia","ZMB","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","19500","20400","22200","40100","42300","40100","40100","38500","41300","44000","52100","46800","49900","50400","46929","57464","54267","53734","47569","49511","50988","39553","55809","54175","65555","68000","56229","63893","60830","66926","64868","66475","67864","65768","70057","70546","66332","65923","69938","67327","66671","63000","63000","66332","67725","65748","60237","73542","79404","84716","76396","69364","87638","87787","87226","90064","91975","101036","98538","97463","106836","105125","109428","",
"Zimbabwe","ZWE","Producción de la pesca de captura (toneladas métricas)","ER.FSH.CAPT.MT","1300","1300","1300","1300","1900","2000","2000","2000","2000","2000","2000","2500","3000","3000","3087","3654","4510","4731","7732","9799","13213","16356","17441","13482","16277","17260","18802","19028","22057","23895","25607","22025","21601","21230","20219","16463","16387","18156","16371","12410","13114","12300","11500","10600","10500","10420","10500","10500","11400","12800","14550","17200","19900","22500","28353.13","24833.54","29356.54","31258.35","29306.96","26569.26","26671.55","22734","26161","",
